client_id	path	sentence	split
16cfb	000020a912.mp3	বাংলাদেশে দায়িত্ব নেবে	0.3647972164716247
7ec1c	00012843bc.mp3	সার্ক দেশগুলোতে	0.43353145551712025
5639c	00014d427a.mp3	অন্তর্ভুক্তও করেছে রাশিয়া	0.1789271754623392
778c0	0002c06046.mp3	মান্নান সৈয়দের মৃত্যুর পর বেরিয়েছে	0.46406348821111193
a9a58	00033caf16.mp3	তখন তার প্রতিক্রিয়াটা	1.1730149634677263
8a46d	000633820e.mp3	অতঃপর ১৯৬০ সালের ২৬শে জুলাই	0.9043579056827125
355c1	00090e7ccd.mp3	শিরোনাম আমার ছবি	-0.10553117420861535
91230	0009c2d0f9.mp3	তা নিয়ে প্রতিযোগিতার আয়োজন	-1.7319049681308123
a4750	000a9438d7.mp3	যার যে মূল্য প্রাপ্য	0.6577013643837588
86b1b	000d57ddbf.mp3	তাহা লইয়া ন্যায্য	1.5181404963877572
ea5be	000dc2f08b.mp3	শাসন করত	0.9175736046506061
37d7e	0011edfd6e.mp3	মীর কাসেম আলীর বিরুদ্ধে	0.39945692975341984
274ee	0012b9b651.mp3	আঙুলের নখ	-0.5528350522428158
3bea8	0012fe9553.mp3	দীর্ঘ দিন	0.3119302201331503
7f71c	001352d84c.mp3	দ্বিতীয় বাছাই	0.5543579289851539
ff970	0014058b5f.mp3	এছাড়াও সহিংসতায়	-0.33075487808379694
31f2a	00154bb7d4.mp3	আমি তোমার	-0.566726154346887
e2ba2	001e458443.mp3	এতে হামিদুল	-0.5198864890835602
98b81	001f51dfd8.mp3	৫-৬জন যুবক	1.9335198040427293
c3cca	00203b850e.mp3	তিনি অ্যাকোয়ারিস্ট নামে	1.9777850565762791
7d3e1	0020ce9acf.mp3	সে-ধরনের একটা কিছু	0.6235348595809024
75626	00232be503.mp3	শুরু হয় বিয়ে পড়ানো	0.1239907808440664
ff1c3	0029f8d64a.mp3	প্রার্থীর নিরাপত্তা	0.3021553827560533
d8c80	002a255b32.mp3	নইলে হয়ত	0.02147242719041973
1.6E+97	002b70b194.mp3	একটা নির্দলীয়	-0.21901658901359639
fb4cb	002c6d5cd7.mp3	এরশাদ শিকদার	0.7516544986075556
75f18	002d3d9914.mp3	গৌরবের বীরের	-0.7178883831001822
1c618	002f303a0c.mp3	যারা স্পিকার, ডেপুটি স্পিকার	0.5332810417090462
b52ab	002f992612.mp3	অথচ গল্পের কোথাও	-1.4091072020477475
2ee04	003164d0a9.mp3	বহুল আলোচিত	-0.748375290620736
948d3	003399c103.mp3	এ জন্য পত্রিকায়	0.18879506486649875
28bb3	00344a3c92.mp3	থার্ড গ্রেডের নায়িকা	-0.3396805739288194
16877	0035a53492.mp3	হাজার হাজার অভিযুক্ত করা হয়েছে	0.4735757349352952
b2a62	0035e6a686.mp3	অবরোধ মানে না	-1.9451775372574276
b5fdc	003787a2a2.mp3	এবং অন্যদিকে শ্রম ও পুঁজির মধ্যে	-2.1507764403998166
aa820	00385db080.mp3	হেফাজতের রক্তচক্ষুকে	-1.1175558017719673
2ad74	00386d9456.mp3	আমার নাম হয় না কেন	-0.12475909273928058
ba2f6	003a9bcfeb.mp3	চুলের যত্ন	0.8555810868984873
c3cca	003bc7696a.mp3	মি: খান	1.7332567197254003
e9589	003d99c15d.mp3	তার সঙ্গে আমার গল্প	-0.1671877850844624
23291	0043d64997.mp3	হাত বেঁধে রাখে	1.2483951483186475
b4ea7	0046ea6074.mp3	ক্রীতদাসী হিসেবে	1.1196060714046732
4c1eb	004968f941.mp3	জাতীয় স্বাস্থ্য নীতি প্রণয়ন করেছে	-0.005329634763479155
33aef	004a6fa698.mp3	আমাদের সেনা ও সেপাইরা	1.6389536800499482
cfc65	004b54f15a.mp3	মো. জহুরুল হক তাদের	-0.3372961724197265
ad050	004c68e2c6.mp3	একধরনের ড্রামাটিক সাসপেন্স	0.8708326688012786
88654	004c6a7fc9.mp3	খবর বলা হয়েছে	-2.157032894021183
2c9c5	004f599cf2.mp3	একজন মহিলার বক্তব্য	-1.308784487324987
fdcba	00510dc784.mp3	লক্ষ্যভেদ করেন তিনি	0.14285594762354248
410fa	005754d451.mp3	হঠাৎ ছাতিপট্টিতে ঢুকে	1.1692530170100381
f280a	005803342a.mp3	কোনও না কোনও জোটে	-0.6786724833015254
7027a	005acaa918.mp3	শব্দ যাওয়ার উপায় নেই	1.0820776070251563
14816	005ada9bf5.mp3	নির্বাচন কমিশন নির্বাচনের তফসিল ঘোষণা করবেন।	0.3131797712019499
db735	005bc2187f.mp3	আইন শাখার	-0.647884885316949
d7a68	005cd09a17.mp3	লিখে দিলেন	-0.8715667217964465
3ccf1	005e392d83.mp3	হোটেল লবিতে মাত্র	-0.011008469232698975
f2097	005ebfe1cb.mp3	শক্তিশালী এই ব্যাকআপ জেনারেটর	0.7233609978930556
68549	005f9953d3.mp3	এটা হচ্ছে গোয়েন্দা পুলিশ বাহিনী	0.4417985912905642
68ab7	0062e23c28.mp3	অনুষ্ঠানে তিনি বলেন	-0.36254095325491814
8edea	006729f9fe.mp3	সীমান্ত রক্ষী বাহিনীর মধ্যে	0.4009030662170255
194f5	006811ea42.mp3	শুভ বিবাহ	0.8831081415954392
91dff	006828b08d.mp3	আলকাউসার	0.08618177173679085
b9122	006b890b53.mp3	খেলাফত	-0.2503378238603128
ff1c3	006baf1a1a.mp3	পুরুষের ওপর	-1.2053777271534174
98b81	006ca909d4.mp3	উপর থাকিবার ব্যবস্থা করিয়া দিল	-0.17654839630929278
92bd8	006d3d6de0.mp3	মুনি ভ্রান্ত হয়	-1.1484455650336862
69449	006d547d0e.mp3	বাংলার মুসলমান সম্প্রদায়ের	0.09921765771366968
16877	006d9915ad.mp3	বিধর্মীর ঘরে	-0.029494850630587537
91223	006fc329ab.mp3	তারা দলীয়ভাবে	0.14747302186477
c6848	0070a6f686.mp3	কেনিয়া হিন্দু	-1.8470542257217077
18460	0070c4476c.mp3	সমুদ্রে ভাসতে ভাসতে	1.0753039544100245
58998	00719b0a48.mp3	নির্বাচিত হয়েছেন মোস্তফা কামাল	0.9314716576235319
1e7c6	0071f5c46e.mp3	স্পিকার মীরা কুমার	0.26551318970676113
1f733	00729b647b.mp3	হিন্দি গান	0.6118936770334599
8143b	0072a6b23e.mp3	লয়েড ম্যাথিউসের নেতৃত্বে	0.8083752171920893
7ee9b	007350beda.mp3	তিনি সন্তুষ্ট নন	-1.1653240919756438
06ea3	0073b8f839.mp3	কালের কন্ঠ সংবাদ	0.6546616652588625
ad050	0074b694e2.mp3	তিন বছর মেয়াদে	1.4580318895067639
f83df	00771a5e10.mp3	মাত্র চার ঘণ্টা সূর্যের আলো	-1.4663877307439308
5b13f	00784f6152.mp3	জেমস চকোলেট ১ প্যাকেট	0.5961451066951042
616ec	0078f15681.mp3	স্বরাষ্ট্রমন্ত্রী গতকাল সাংবাদিকদের জানান	0.08538690097937049
420df	0078f52952.mp3	তবে রাত ৮টার দিকে	-0.6717194655806433
9d7bf	007e3b65e2.mp3	কিন্তু পানি নিষ্কাশনের	-1.8505596899840415
68549	007e50f226.mp3	বাংলাদেশের সর্বোচ্চ আদালত	-1.8262820381304636
68549	007fb55b6b.mp3	তাঁর খুড়তুতো ভাই	-0.2102911197887083
06ea3	00827f109d.mp3	সুপেয় পানির জন্য	0.7183418429351507
73629	0082a0e29c.mp3	নারায়ণগঞ্জ পুলিশের পক্ষ থেকে	-0.22387189386721162
b8ed8	00854b6e11.mp3	দূরীকরণ ইত্যাদি	0.6182395298041861
778c0	0086d720d8.mp3	ও নবান্ন কথনে উঠে আসে	-1.4559595501070763
38ff0	00875587eb.mp3	শরৎচন্দ্র চট্টোপাধ্যায়	0.3585473624092679
4e900	008e4ef4be.mp3	৩০ লক্ষ শহীদের কসম	2.3518430261360246
bcaa8	008ec55164.mp3	হাততালি এখন খরচ করে	0.7409477699970767
fdcba	008f7460b0.mp3	ছিন্ন মস্তক তাঁহার কোল হইতে	-0.20771204552586645
7b103	0091dec29e.mp3	নতুন করে লেখা	1.2432576619563636
698ff	00935a8543.mp3	এ সময় বিশেষ অতিথি হিসেবে	-0.7370502462744198
bbb22	00943a758e.mp3	মিত্রতা বজায় রেখেছে	1.9587100089660716
6c6bf	0094c15a18.mp3	ভালবাসার লাল গোলাপ	-0.1549522855387628
83c53	00950f1da3.mp3	প্রতিযোগিতার চূড়ান্ত পর্ব নিয়ে	1.7117029713598888
12702	0095cd088f.mp3	পেশাদার ড্রাইভিং লাইসেন্স	-1.166790957880726
e3f89	009643ef83.mp3	পিকেটিং করে জামায়াত শিবির	0.4195356416800228
321b6	00964857de.mp3	সমস্যা কোথায়	-1.369823907553057
321b6	00986f9973.mp3	সোনার কাটি রুপার কাটি ছিলেন	0.6423949274086135
7b60a	0098f0c733.mp3	গণমাধ্যমের প্রতি আহ্বান জানায় তারা	1.1835101756829376
e7230	0099405a35.mp3	অমনি দেখে	0.22089148146341647
698ff	009b462e19.mp3	সরকারের কাছে না পাঠালে	-1.207698022879986
4fd66	009dcc8663.mp3	আমরা এখন	-0.993328257711964
7b103	009e6ce579.mp3	তার পরেই ঠাহর হলো	0.25508761303471866
1b359	009f83a867.mp3	তারা আরব দেশগুলো থেকে	1.0310600682373576
16a17	00a0215d51.mp3	তাদের বিরুদ্ধে তারা ব্যবস্থা নেবে	0.7099483275515571
c7a89	00a2bfd5d9.mp3	তিনি করলেন কি	-1.093109581749691
e68af	00a53a0db3.mp3	আটকা পড়া একটি ডলফিন	1.7813790552656257
2ad74	00a73f347b.mp3	কালো দাগ ছাড়া	1.119110079512189
491a5	00a82a5eb6.mp3	যত দ্রুত সম্ভব কাজ শুরু করাই সরকারের লক্ষ্য।	-0.2938118921896388
0bace	00acc9e37c.mp3	ঘুরতে শুরু করেছিল	0.7810850299663984
2bc73	00aea690f5.mp3	জোরালো শট	1.3841772852777656
0a7a0	00aebe9d91.mp3	আগে ব্যবহার না করলে	0.1475474507717182
7d133	00af61420a.mp3	পলাশী, ব্যবসায় শিক্ষা অনুষদ ঘুরে	2.175703827789053
93bf3	00b13c83e5.mp3	বাজার ঘুরে দেখা গেল	-0.2988136557141709
93d3b	00b49b45bb.mp3	নাট্যকার মামুনুর রশীদ	-0.4478686360463925
