client_id	path	sentence	split
16cfb	000020a912.mp3	বাংলাদেশে দায়িত্ব নেবে	-0.45045837456644544
5639c	00014d427a.mp3	অন্তর্ভুক্তও করেছে রাশিয়া	-1.0581872281387785
4c555	000339782d.mp3	কোন অতিবৃষ্টি অরণ্যেই	0.7439556089434562
a9a58	00033caf16.mp3	তখন তার প্রতিক্রিয়াটা	-2.0497848663671787
aa820	0005c0cb27.mp3	অসাধারণ অভিনয় করেন ছবি বিশ্বাস	1.7668529904879469
7aed9	00081f7414.mp3	শক্তি চট্টোপাধ্যায়	0.8173168345454277
717bb	00098b3964.mp3	পুরুষের তৈরি করা	0.9663802445366481
91230	0009c2d0f9.mp3	তা নিয়ে প্রতিযোগিতার আয়োজন	0.3731139104576558
c4973	0009d560fe.mp3	টেবিলের ওপর	-0.4570832240453236
f9dfb	000d7874ee.mp3	বা অ্যালার্জির বংশগত রোগ যুক্ত	0.06544600559688854
c463d	001050deb2.mp3	পাকিস্তানের ৫৪-সদস্যের দল	0.8148941847855088
ef4f8	00113d863f.mp3	কষ্টের কথা	-0.05243571431318068
11915	0012321d7b.mp3	প্রিয় শাবিপ্রবির উদ্দেশে	-0.0009914046479384592
08458	0013a12315.mp3	লেবাননের সীমান্তে	0.6242830202501846
31f2a	00154bb7d4.mp3	আমি তোমার	2.220294523772618
b618b	00165b8335.mp3	যেসব খাবার খাওয়া হচ্ছে	-1.244545430373595
d2355	0016f4aa06.mp3	কারণ রাজের জন্যই তো	-1.4465816610471782
239f7	0016fc111c.mp3	মামলা নিষ্পত্তি করতে হবে	0.1397318856455025
ee886	0019373749.mp3	এই দু’টি ক্যাটাগরিতে	-1.8154662412690676
98b81	0019a76004.mp3	একটি বিনোদনপত্রিকায় কুৎসিত ভাষায়	0.6034239305415331
03284	001be0a9e1.mp3	আফগানিস্তান বা পাকিস্তানে কাজকে	-2.386096290582507
b2a62	001f8d0ee1.mp3	স্থগিত করেছেন	2.0994721564514003
7c272	00200225f5.mp3	তাৎক্ষণিকভাবে এর কারণ জানা যায়নি	-0.8062532617302655
c3cca	00203b850e.mp3	তিনি অ্যাকোয়ারিস্ট নামে	-1.1590750291834704
